Eyeplex Mall, Indian Embassy, Labim Mall, Kasthamandap Boutique Hotel, Lord Of The Drinks, Babar Mahal Villas, Santaneshwor Mahadev, City Centre, Arushi Boutique hotel, Nagpokhari, New Baneshwar, Swayambunath Temple, Military museum, Boudhanath Temple, Chisapani, The millionaire's club and casino, Jhamshikhel, Sherpa Mall, Garden Of Dreams, Royal Empire Boutique Hotel, Jamal, NewRoad, Naxal, Kamalpokhari, Thamel Market, Birendra Park, Bhaktapur Durbar Square, Durbar Square Patan, Kalikasthan Temple, Mahadevsthan Temple, Club Déjà vu, Tu Teaching Hospital, Nilbarahi, Kashmeeree jama masjid, Buddhanilkantha, Naya bus park, Narayanhiti palace museum, Chovar, British Embassy, Godawari, Purple Haze RockBar, Kathmandu Durbar Square, Bhasmashur Danda, Pilot Baba Ashram, Tribhuvan Internation Airport, Nagdaha, Om Hospital, RaniPokhari, Embassy of Japan, Royal Nepal Golf Course, Shankhadhar Park, SiddhaPokhari, National history Museum, Casino Mahjong, Bhadrakali Temple, Chandragiri Temple, Lazimpat, Casino Royale, Kasthamandap, Aviation Museum, Dharhara, Ason, Kathmandu Funpark, The last resort,,,,,,,,,,
Embassy of Switzerland, Daman, Indian Embassy, Changunarayan Temple, Naxal, Babar Mahal Villas, NewRoad, Central Zoo, Shivapuri, Thamel Market, Narayanhiti palace museum, Dhulikhel Zipline, Embassy of Germany, Sherpa Mall, Whoopee land amusement park, Chovar, Jhamshikhel, Kathmandu Funpark, Lainchour, Santaneshwor Mahadev, Jamal, Kamladi Ganeshthan Temple, Bhasmashur Danda, Kathmandu Durbar Square, Godawari, Jame Masjid, Jawlakhel, Gokarna Golf Course, Kapan Gumba, Arushi Boutique hotel, Buddhanilkantha, Royal Empire Boutique Hotel, Pashupatinath Temple, Trisara, Kasthamandap, Nepal police hospital, Sankha Park, Ason, Dharhara, Garden Of Dreams, Tu Teaching Hospital, Shankhadhar Park, The last resort, National history Museum, Kamalpokhari, Tribhuvan Internation Airport, Mahadevsthan Temple, Nepal Pavillion Inn, Labim Mall, Maya Manor Boutique Hotel, The millionaire's club and casino, Ghantaghar, Ratnapark, Om Hospital, Kathmandu Fun Valley, Swayambunath Temple, Bhadrakali Temple, Lord Of The Drinks, Civil Mall, 1Durbar Mall,,,,,,,,,,,,,,
Changunarayan Temple, Nagdaha, Nepal police hospital, Royal Nepal Golf Course, Nagarkot, Bhasmashur Danda, Royal Empire Boutique Hotel, Bhaktapur Durbar Square, Kalikasthan Temple, Dhulikhel Zipline, Kapan Gumba, Eyeplex Mall, Nepal Pavillion Inn, Labim Mall, Garden Of Dreams, British Embassy, Durbarmarg, Tribhuvan Internation Airport, Arushi Boutique hotel, Tribhuvan Park, Kathmandu Boutique Hotel, Nagpokhari, Santaneshwor Mahadev, Suryabinayak Ganesh Temple, Casino Royale, The millionaire's club and casino, New Baneshwar, Kasthamandap, Mahadevsthan Temple, Jhamshikhel, Pashupatinath Temple, Naxal, Om Hospital, The last resort, Sukute Beach, Taudaha, Lazimpat, Ghantaghar, Kasthamandap Boutique Hotel, Sankha Park, RaniPokhari, Embassy of Switzerland, City Centre, Gokarna Golf Course, Fulchowki, Krishna Mandir, Bajrabarahi, Pilot Baba Ashram, Military museum,,,,,,,,,,,,,,,,,,,,,,,,,
Gokarna Golf Course, Lord Of The Drinks, The millionaire's club and casino, Nagdaha, Chisapani, Shivapuri, Bhasmashur Danda, Changunarayan Temple, Trisara, Embassy of Switzerland, Ason, Purple Haze RockBar, Civil Service Hospital, Casino place, Freak street, Kashmeeree jama masjid, Chandragiri hills, Jhamshikhel, Narayanhiti palace museum, Santaneshwor Mahadev, Champadevi, Kamalpokhari, Club Déjà vu, Military museum, Club Platinium, Labim Mall, Lainchour, New Baneshwar, National museum, Kasthamandap Boutique Hotel, Central Zoo, Taudaha, Naxal, Kamladi Ganeshthan Temple, Nagarkot, Arushi Boutique hotel, RaniPokhari, British Embassy, Buddhanilkantha, Nagpokhari, Embassy of Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Civil Mall, Kapan Gumba, Shankhadhar Park, Sherpa Mall, National museum, Military museum, SiddhaPokhari, NewRoad, Suryabinayak Ganesh Temple, Pilot Baba Ashram, Bajrabarahi, Dhulikhel Zipline, Babar Mahal Villas, City Centre, Kasthamandap Boutique Hotel, Jamal, Kamalpokhari, The millionaire's club and casino, Fulchowki, Gokarna Golf Course, Kathmandu Funpark, Naya bus park, Pashupatinath Temple, Sankha Park, Kathmandu Boutique Hotel, Chovar, Jame Masjid, Bhaktapur Durbar Square, Aviation Museum, Maitidevi Temple, Narayanhiti palace museum, Tribhuvan Park, Krishna Mandir, Naxal, Central Zoo, Daman, National history Museum, Nagdaha, Lainchour, Casino Mahjong, Jawlakhel, Tu Teaching Hospital, Royal Empire Boutique Hotel, Godawari, Nagpokhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghantaghar, Kathmandu Funpark, Pashupatinath Temple, Naya bus park, Santaneshwor Mahadev, Labim Mall, Casino place, Bhaktapur Durbar Square, Ratnapark, Whoopee land amusement park, Tu Teaching Hospital, Bajrabarahi, Gokarna Golf Course, Nepal mediciti Hospital, Lazimpat, Maitidevi Temple, Kamalpokhari, Freak street, Garden Of Dreams, New Baneshwar, Om Hospital, Civil Service Hospital, Lord Of The Drinks, Shankhadhar Park, Kasthamandap, Eyeplex Mall, Sankha Park, Bhadrakali Temple, Purple Haze RockBar, The millionaire's club and casino, Embassy of Switzerland, City Centre, Embassy of Germany, Godawari, Buddhanilkantha, Nagdaha, Casino Royale, Suryabinayak Ganesh Temple, Bhasmashur Danda, Civil Mall, Chandragiri Temple, Dharhara, SiddhaPokhari, Aviation Museum, Military museum, Nagpokhari, Dhulikhel Zipline, Club Déjà vu, British Embassy, National museum, Kamladi Ganeshthan Temple, Nilbarahi, Chisapani,,,,,,,,,,,,,,,,,,,,,
Freak street, Om Hospital, Nepal mediciti Hospital, Fulchowki, Sherpa Mall, Civil Mall, Casino Royale, Chandragiri hills, Chovar, Royal Empire Boutique Hotel, Nepal Pavillion Inn, Nilbarahi, Buddhanilkantha, 1Durbar Mall, Thamel Market, Eyeplex Mall, Birendra Park, Trisara, British Embassy, Whoopee land amusement park, Kathmandu Funpark, Kathmandu Durbar Square, Military museum, Naxal, Kamladi Ganeshthan Temple, Labim Mall, NewRoad, Lazimpat, Mahadevsthan Temple, Swayambunath Temple, Krishna Mandir, Changunarayan Temple, Jame Masjid, City Centre, Santaneshwor Mahadev, Kamalpokhari, Dharhara, Ghantaghar, Jawlakhel, Lainchour, Casino place, Shivapuri, Arushi Boutique hotel, National history Museum, Chandragiri Temple, Civil Service Hospital, Taudaha, Nepal police hospital, The last resort, US embassy, Daman, Tribhuvan Park,,,,,,,,,,,,,,,,,,,,,,
Durbarmarg, Nagdaha, Pashupatinath Temple, City Centre, Ghantaghar, Lord Of The Drinks, Ason, Whoopee land amusement park, Kathmandu Durbar Square, Pilot Baba Ashram, Nepal Pavillion Inn, Trisara, Jamal, Royal Empire Boutique Hotel, The last resort, Kathmandu Funpark, NewRoad, Shankhadhar Park, Taudaha, Casino Mahjong, Shivapuri, Nagpokhari, Kasthamandap, RaniPokhari, Royal Nepal Golf Course, Chandragiri Temple, Jame Masjid, Embassy of Japan, Civil Mall, Babar Mahal Villas, Mahadevsthan Temple, Labim Mall, Jhamshikhel, Kamladi Ganeshthan Temple, Tu Teaching Hospital, Kathmandu Fun Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naya bus park, Godawari, Whoopee land amusement park, Dharhara, Jhamshikhel, Boudhanath Temple, Kamladi Ganeshthan Temple, Jame Masjid, Embassy of Japan, Pilot Baba Ashram, Shivapuri, Kalikasthan Temple, RaniPokhari, Kathmandu Boutique Hotel, Royal Nepal Golf Course, Gokarna Golf Course, Chisapani, Kashmeeree jama masjid, Maya Manor Boutique Hotel, Eyeplex Mall, Military museum, Indian Embassy, Dhulikhel Zipline, Central Zoo, Embassy of Switzerland, National museum, Buddhanilkantha, Bhadrakali Temple, Kathmandu Fun Valley, Club Déjà vu, Purple Haze RockBar, Arushi Boutique hotel, 1Durbar Mall, Suryabinayak Ganesh Temple, Swayambunath Temple, Royal Empire Boutique Hotel, Freak street, The last resort, Tribhuvan Internation Airport, Bajrabarahi, Bhasmashur Danda, Lazimpat, Trisara, Nepal mediciti Hospital, Sherpa Mall, Daman, Chovar, Fulchowki, Casino Royale, Chandragiri Temple,,,,,,,,,,,,,,,,,,,,,,,,
Durbarmarg, Krishna Mandir, Club Platinium, SiddhaPokhari, Thamel Market, Kamladi Ganeshthan Temple, Sukute Beach, Shankhadhar Park, NewRoad, Bhadrakali Temple, Shivapuri, Maitidevi Temple, Chandragiri Temple, Casino Mahjong, Kathmandu Durbar Square, Swayambunath Temple, Godawari, Buddhanilkantha, Nepal police hospital, Jawlakhel, Jamal, Dharhara, Changunarayan Temple, Chandragiri hills, 1Durbar Mall, Ason, Kamalpokhari, Military museum, Mahadevsthan Temple, Aviation Museum, RaniPokhari, Chisapani, Lord Of The Drinks, Club Déjà vu, Pashupatinath Temple, Royal Empire Boutique Hotel, Jhamshikhel, Tribhuvan Park, The millionaire's club and casino, Durbar Square Patan, Casino Royale, Kasthamandap, Tribhuvan Internation Airport, Kasthamandap Boutique Hotel, Kapan Gumba, Eyeplex Mall, Champadevi, Nepal mediciti Hospital, Sankha Park, Embassy of Japan, Embassy of Switzerland, Central Zoo,,,,,,,,,,,,,,,,,,,,,,
Kathmandu Boutique Hotel, Daman, Buddhanilkantha, Casino Royale, Trisara, Boudhanath Temple, Sherpa Mall, Kamalpokhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arushi Boutique hotel, Aviation Museum, Kathmandu Funpark, Krishna Mandir, Nagarkot, Casino Royale, Embassy of Japan, Sukute Beach, Narayanhiti palace museum, Military museum, Mahadevsthan Temple, Sherpa Mall, City Centre, Chandragiri Temple, British Embassy, Kalikasthan Temple, Embassy of Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Babar Mahal Villas, Kathmandu Durbar Square, Garden Of Dreams, Lainchour, Nepal mediciti Hospital, Kapan Gumba, Nepal Pavillion Inn, Durbarmarg, Tu Teaching Hospital, Embassy of Germany, Jhamshikhel, The millionaire's club and casino, Jawlakhel, Jamal, Krishna Mandir, Kashmeeree jama masjid, Kathmandu Boutique Hotel, Bhasmashur Danda, Casino Mahjong, Suryabinayak Ganesh Temple, Labim Mall, Nagdaha, Mahadevsthan Temple, Ghantaghar, Ratnapark, Kasthamandap Boutique Hotel, Naya bus park, Narayanhiti palace museum, Whoopee land amusement park, Club Platinium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durbarmarg, Tribhuvan Internation Airport, Champadevi, Shankhadhar Park, Maya Manor Boutique Hotel, Kathmandu Boutique Hotel, Om Hospital, Bhadrakali Temple, Ason, Civil Mall, Nilbarahi, Naya bus park, Nagpokhari, Bajrabarahi, Gokarna Golf Course, The last resort, Buddhanilkantha, City Centre, Narayanhiti palace museum, Kalikasthan Temple, Club Platinium, Aviation Museum, Thamel Market, Kamladi Ganeshthan Temple, British Embassy, Sankha Park, Embassy of Japan, Fulchowki, Tu Teaching Hospital, Military museum, Casino place, Embassy of Switzerland, Daman, Chovar, SiddhaPokhari, Lainchour, Naxal, Kashmeeree jama masjid, National history Museum, Kathmandu Funpark, Durbar Square Patan, Freak street, Chandragiri hills, Chandragiri Temple, Shivapuri, Kasthamandap, Garden Of Dreams, The millionaire's club and casino, Jhamshikhel, New Baneshwar, Kasthamandap Boutique Hotel, Mahadevsthan Temple, Nagarkot, Club Déjà vu, Royal Nepal Golf Course, Royal Empire Boutique Hotel, Bhaktapur Durbar Square, Casino Royale, RaniPokhari, Embassy of Germany, Nagdaha, Lord Of The Drinks, Sherpa Mall,,,,,,,,,,,
Chandragiri hills, Suryabinayak Ganesh Temple, Krishna Mandir, Lazimpat, Sankha Park, Civil Mall, Santaneshwor Mahadev, Mahadevsthan Temple, Jawlakhel, Kashmeeree jama masjid, Kasthamandap, Kamladi Ganeshthan Temple, Pashupatinath Temple, Kapan Gumba, Nagpokhari, Kathmandu Funpark, Kamalpokhari, Nagdaha, Jamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kasthamandap Boutique Hotel, Swayambunath Temple, Chandragiri Temple, Jame Masjid, Chisapani, Nepal Pavillion Inn, Embassy of Switzerland, Nepal mediciti Hospital, Changunarayan Temple, Jamal, NewRoad, Kamladi Ganeshthan Temple, Daman, Lord Of The Drinks, 1Durbar Mall, Lainchour, Nagdaha, Kathmandu Durbar Square, Embassy of Japan, Bhadrakali Temple, Eyeplex Mall, Naya bus park, Indian Embassy, Club Déjà vu, Dharhara, Shivapuri, Fulchowki, Bhasmashur Danda, Birendra Park, Chovar, RaniPokhari, National museum, New Baneshwar, Lazimpat, The millionaire's club and casino, Kathmandu Fun Valley, Narayanhiti palace museum, Garden Of Dreams, Embassy of Germany, Sukute Beach, Purple Haze RockBar, Babar Mahal Villas, Casino Royale, Boudhanath Temple, Tribhuvan Park, Durbarmarg, Taudaha, Gokarna Golf Course, Pashupatinath Temple, Labim Mall, Durbar Square Patan,,,,,,,,,,,,,,,,,,,,,,,
Tribhuvan Internation Airport, Club Déjà vu, City Centre, Suryabinayak Ganesh Temple, Indian Embassy, Lord Of The Drinks, Jamal, Ason, Mahadevsthan Temple, Kalikasthan Temple, Buddhanilkantha, Pashupatinath Temple, Casino Royale, Babar Mahal Villas, National museum, Jame Masjid, Nilbarahi, Kamalpokhari, Eyeplex Mall, Boudhanath Temple, Sherpa Mall, Jhamshikhel, Bhaktapur Durbar Square, Whoopee land amusement park, Champadevi, Civil Service Hospital, Kathmandu Funpark, Chisapani, Kashmeeree jama masjid, Aviation Museum, Chandragiri Temple, Kapan Gumba, Dhulikhel Zipline, Jawlakhel, Taudaha, Nagpokhari, Naxal, Kathmandu Boutique Hotel, SiddhaPokhari, Tu Teaching Hospital, Sankha Park, Royal Empire Boutique Hotel, Embassy of Japan, Freak street, Kasthamandap Boutique Hotel, Kamladi Ganeshthan Temple, Bhadrakali Temple, Dharhara, Garden Of Dreams, The millionaire's club and casino, Godawari,,,,,,,,,,,,,,,,,,,,,,,
Naxal, Civil Mall, Garden Of Dreams, Casino Mahjong, Freak street, Jamal, Kathmandu Fun Valley, 1Durbar Mall, Pashupatinath Temple, City Centre, Shivapuri, Ratnapark, Champadevi, New Baneshwar, Birendra Park, Bhasmashur Danda, Taudaha, Bhadrakali Temple, Kalikasthan Temple, Purple Haze RockBar, Maitidevi Temple, Daman, Nepal Pavillion Inn, Suryabinayak Ganesh Temple, Boudhanath Temple, Kasthamandap Boutique Hotel, Changunarayan Temple, Chandragiri Temple, Kamalpokhari, Nepal police hospital, Kasthamandap, Royal Empire Boutique Hotel, NewRoad, Dhulikhel Zipline, Kathmandu Boutique Hotel, Jawlakhel, Godawari, Royal Nepal Golf Course, Kathmandu Durbar Square, Military museum, Buddhanilkantha, Narayanhiti palace museum, Embassy of Switzerland, Lainchour, Kathmandu Funpark, Kashmeeree jama masjid, Durbar Square Patan, Nagpokhari, Bhaktapur Durbar Square, Sukute Beach, US embassy, Shankhadhar Park, Aviation Museum, Thamel Market, Chovar, Maya Manor Boutique Hotel, Babar Mahal Villas, Casino Royale,,,,,,,,,,,,,,,,
US embassy, Naxal, Suryabinayak Ganesh Temple, Nagpokhari, Garden Of Dreams, Nepal police hospital, Buddhanilkantha, Freak street, Casino Royale, Kathmandu Durbar Square, Embassy of Germany, Embassy of Switzerland, Mahadevsthan Temple, New Baneshwar, Bhaktapur Durbar Square, Civil Mall, Krishna Mandir, National history Museum, Purple Haze RockBar, Tu Teaching Hospital, The millionaire's club and casino, The last resort, Royal Empire Boutique Hotel, Daman, Durbar Square Patan, NewRoad, SiddhaPokhari, Shankhadhar Park, Lazimpat, Taudaha, Sherpa Mall, Civil Service Hospital, Ghantaghar, Eyeplex Mall, Indian Embassy, Chovar, Chisapani, Pashupatinath Temple, Kalikasthan Temple, Pilot Baba Ashram, Ason, Casino Mahjong, Champadevi, Thamel Market, Jamal, Kathmandu Funpark, Chandragiri hills, Bajrabarahi, Om Hospital, Embassy of Japan, Sankha Park, Changunarayan Temple, Lainchour, Kamalpokhari, Labim Mall, Central Zoo, National museum, Sukute Beach,,,,,,,,,,,,,,,,
Aviation Museum, Daman, Whoopee land amusement park, Shivapuri, Maya Manor Boutique Hotel, Nepal police hospital, Kapan Gumba, New Baneshwar, Nepal mediciti Hospital, Ghantaghar, The millionaire's club and casino, Chandragiri Temple, Tu Teaching Hospital, Central Zoo, Garden Of Dreams, Kasthamandap Boutique Hotel, Freak street, Club Platinium, RaniPokhari, Durbarmarg, Nilbarahi, National museum, Military museum, Sankha Park, Om Hospital, Trisara, Lainchour, Embassy of Japan, The last resort, Civil Mall, Sherpa Mall, City Centre, Indian Embassy, Suryabinayak Ganesh Temple, Changunarayan Temple, Santaneshwor Mahadev, Taudaha, Bhaktapur Durbar Square, British Embassy, Casino Mahjong, Club Déjà vu, National history Museum, Gokarna Golf Course, Eyeplex Mall, Embassy of Germany, Swayambunath Temple, Purple Haze RockBar, Narayanhiti palace museum, Kashmeeree jama masjid, Nepal Pavillion Inn, Boudhanath Temple, Kathmandu Boutique Hotel, Pashupatinath Temple, Chisapani, Shankhadhar Park, Chandragiri hills, Royal Empire Boutique Hotel, Kathmandu Durbar Square, Dhulikhel Zipline, Jawlakhel, Chovar, Jhamshikhel,,,,,,,,,,,,
Thamel Market, Kathmandu Fun Valley, Bhaktapur Durbar Square, Civil Mall, Kasthamandap, National museum, Dharhara, Taudaha, Daman, Jame Masjid, Royal Nepal Golf Course, Civil Service Hospital, Kapan Gumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kasthamandap Boutique Hotel, Royal Empire Boutique Hotel, Jhamshikhel, Champadevi, Sankha Park, Babar Mahal Villas, Royal Nepal Golf Course, Bhaktapur Durbar Square, Indian Embassy, Daman, Lord Of The Drinks, Chisapani, Trisara, Suryabinayak Ganesh Temple, Labim Mall, Casino Royale, Chovar, Embassy of Switzerland, Embassy of Japan, Boudhanath Temple, Sherpa Mall, Military museum, Ghantaghar, Central Zoo, Ason, Jame Masjid, SiddhaPokhari, Kathmandu Fun Valley, Pashupatinath Temple, Shivapuri, Dharhara, Club Déjà vu, Jawlakhel, Jamal, Kamladi Ganeshthan Temple, Nagdaha, The millionaire's club and casino, Garden Of Dreams, Swayambunath Temple, Civil Service Hospital, Naya bus park, Tu Teaching Hospital, Birendra Park, Dhulikhel Zipline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalikasthan Temple, Nagdaha, Lainchour, Royal Nepal Golf Course, Casino place, Kamalpokhari, Jhamshikhel, The millionaire's club and casino, Taudaha, Kathmandu Boutique Hotel, Sherpa Mall, Nagpokhari, Bajrabarahi, Jame Masjid, Nepal Pavillion Inn, Krishna Mandir, Mahadevsthan Temple, 1Durbar Mall, Nepal mediciti Hospital, Pashupatinath Temple, Kamladi Ganeshthan Temple, Birendra Park, Kashmeeree jama masjid, Indian Embassy, Eyeplex Mall, Narayanhiti palace museum, NewRoad, Civil Service Hospital, US embassy, Shankhadhar Park, Dharhara, Gokarna Golf Course, National history Museum, Babar Mahal Villas, Central Zoo, Civil Mall, Royal Empire Boutique Hotel, Boudhanath Temple, Freak street, Dhulikhel Zipline, Fulchowki, Sankha Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Babar Mahal Villas, Chandragiri Temple, Eyeplex Mall, Military museum, Sukute Beach, Casino Royale, Nepal mediciti Hospital, Ratnapark, Maitidevi Temple, Om Hospital, Taudaha, Jame Masjid, Godawari, Kamladi Ganeshthan Temple, Thamel Market, Durbar Square Patan, Ghantaghar, Embassy of Japan, SiddhaPokhari, Nepal Pavillion Inn, Civil Mall, Kamalpokhari, Tribhuvan Park, Kapan Gumba, Trisara, Kathmandu Funpark, Birendra Park, Bajrabarahi, Kalikasthan Temple, Naya bus park, NewRoad, Sankha Park, Chovar, National museum, Fulchowki, Santaneshwor Mahadev, Kathmandu Durbar Square, Jamal, Nilbarahi, Civil Service Hospital, Jhamshikhel, Labim Mall, Ason, The millionaire's club and casino, Shivapuri, Naxal, Nagdaha, Whoopee land amusement park, Nepal police hospital, Pilot Baba Ashram, Boudhanath Temple, Kasthamandap, Aviation Museum,,,,,,,,,,,,,,,,,,,,,
Sherpa Mall, Suryabinayak Ganesh Temple, Fulchowki, Naxal, Garden Of Dreams, Durbar Square Patan, Sukute Beach, Dhulikhel Zipline, Nagpokhari, NewRoad, The millionaire's club and casino, Maitidevi Temple, Dharhara, Bhaktapur Durbar Square, Babar Mahal Villas, US embassy, Casino Mahjong, Chisapani, Shivapuri, Nepal police hospital, SiddhaPokhari, Trisara, Chandragiri hills, Central Zoo, Thamel Market, Nagarkot, Military museum, Embassy of Switzerland, Pilot Baba Ashram, Maya Manor Boutique Hotel, Eyeplex Mall, Champadevi, Casino place, Royal Nepal Golf Course, 1Durbar Mall, Kasthamandap, Birendra Park, Club Déjà vu, Ratnapark, Lord Of The Drinks, National history Museum, Santaneshwor Mahadev, Kathmandu Boutique Hotel, Taudaha, Jamal, Lainchour, Arushi Boutique hotel, Tu Teaching Hospital, Casino Royale, Om Hospital, Buddhanilkantha,,,,,,,,,,,,,,,,,,,,,,,
Jamal, Lainchour, Durbarmarg, Arushi Boutique hotel, Kalikasthan Temple, RaniPokhari, Trisara, Chisapani, NewRoad, Gokarna Golf Course, Nepal police hospital, New Baneshwar, Godawari, Buddhanilkantha, Chandragiri hills, Royal Empire Boutique Hotel, Casino place, Babar Mahal Villas, Garden Of Dreams, Civil Service Hospital, Naxal, Kathmandu Funpark, Civil Mall, Thamel Market, Kathmandu Durbar Square, Purple Haze RockBar, Boudhanath Temple, SiddhaPokhari, Indian Embassy, Maya Manor Boutique Hotel, Tribhuvan Internation Airport, Mahadevsthan Temple, Nagdaha, Royal Nepal Golf Course, Pashupatinath Temple, Chandragiri Temple, Embassy of Switzerland, City Centre, Dharhara, Santaneshwor Mahadev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1Durbar Mall, Kashmeeree jama masjid, Kamladi Ganeshthan Temple, Casino Mahjong, Naxal, Bhadrakali Temple, Nagpokhari, Ason, Nilbarahi, Changunarayan Temple, British Embassy, Purple Haze RockBar, Kapan Gumba, Nepal Pavillion Inn, Champadevi, Indian Embassy, Tu Teaching Hospital, Gokarna Golf Course, The last resort, National history Museum, Aviation Museum, National museum, Embassy of Germany, Civil Service Hospital, Bhasmashur Danda, Jamal, Taudaha, Nepal police hospital, Casino Royale, Trisara, Shankhadhar Park, Kasthamandap, Mahadevsthan Temple, Narayanhiti palace museum, Labim Mall, SiddhaPokhari, Pashupatinath Temple, Naya bus park, Embassy of Switzerland, Arushi Boutique hotel, Lainchour, Sukute Beach, RaniPokhari, Ratnapark, Om Hospital, Dharhara, Daman, Chandragiri hills, Maya Manor Boutique Hotel, Chisapani, Fulchowki, Bhaktapur Durbar Square, Embassy of Japan,,,,,,,,,,,,,,,,,,,,,
Trisara, Bhasmashur Danda, Nepal police hospital, Club Déjà vu, US embassy, Dhulikhel Zipline, Kalikasthan Temple, Babar Mahal Villas, Durbarmarg, Godawari, The millionaire's club and casino, Embassy of Germany, Sherpa Mall, Durbar Square Patan, National museum, Royal Empire Boutique Hotel, Civil Mall, Fulchowki, British Embassy, Eyeplex Mall, New Baneshwar, Chisapani, Nagarkot, Lainchour, Nagdaha, Kamalpokhari, Club Platinium, Military museum, Casino Mahjong, Casino place, Shankhadhar Park, Kathmandu Durbar Square, Aviation Museum, RaniPokhari, Thamel Market, Arushi Boutique hotel, Birendra Park, Kamladi Ganeshthan Temple, Nilbarahi, Mahadevsthan Temple, Indian Embassy, Kasthamandap Boutique Hotel, Tribhuvan Internation Airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kasthamandap, Kathmandu Durbar Square, Chisapani, Garden Of Dreams, RaniPokhari, Tu Teaching Hospital, National history Museum, Maitidevi Temple, Lord Of The Drinks, Kashmeeree jama masjid, Champadevi, Central Zoo, National museum, Daman, Babar Mahal Villas, Sherpa Mall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
